Drug,Disease
CHEBI:28052,MONDO:0007455
CHEBI:28052,MONDO:0007453
CHEBI:28052,MONDO:0010894
CHEBI:28052,MONDO:0007452
CHEBI:4728,MONDO:0008859
CHEBI:4728,MONDO:0008834
CHEBI:4728,MONDO:0010940
DRUGBANK:DB00364,MONDO:0008591
DRUGBANK:DB00364,MONDO:0007186
DRUGBANK:DB00364,MONDO:0008071
CHEBI:92246,MONDO:0010580
CHEBI:92246,MONDO:0008591
CHEBI:92246,MONDO:0007186
CHEBI:480999,MONDO:0009348
CHEBI:9720,MONDO:0008193
CHEBI:4659,MONDO:0007079
CHEBI:8428,MONDO:0011857
CHEBI:8428,MONDO:0020745
CHEBI:8428,MONDO:0012066
CHEBI:31236,MONDO:0008114
CHEBI:31236,MONDO:0005090
CHEBI:2627,MONDO:0009688
CHEBI:4514,MONDO:0010580
CHEBI:4514,MONDO:0010874
CHEBI:2659,MONDO:0008859
CHEBI:2659,MONDO:0008834
CHEBI:2659,MONDO:0010940
CHEBI:3650,MONDO:0007455
CHEBI:3650,MONDO:0007453
CHEBI:3650,MONDO:0010894
CHEBI:3650,MONDO:0007452
CHEBI:4562,MONDO:0007782
CHEBI:4562,MONDO:0008000
CHEBI:4562,MONDO:0010253
CHEBI:15640,MONDO:0008314
CHEBI:15640,MONDO:0002629
CHEBI:15640,MONDO:0005575
CHEBI:4657,MONDO:0020745
CHEBI:15407,MONDO:0008834
CHEBI:15407,MONDO:0010940
CHEBI:6367,MONDO:0009399
CHEBI:6367,MONDO:0007050
CHEBI:6367,MONDO:0009013
CHEBI:6367,MONDO:0005090
CHEBI:4315,MONDO:0008974
CHEBI:4315,MONDO:0011115
CHEBI:4315,MONDO:0010874
CHEBI:4315,MONDO:0007541
CHEBI:10112,MONDO:0008834
CHEBI:10112,MONDO:0010940
CHEBI:9137,MONDO:0009912
CHEBI:9137,MONDO:0010558
CHEBI:9137,MONDO:0019182
CHEBI:47780,MONDO:0008114
CHEBI:47780,MONDO:0008187
CHEBI:7731,MONDO:0010853
CHEBI:7731,MONDO:0008162
CHEBI:51230,MONDO:0011129
CHEBI:51230,MONDO:0007664
CHEBI:51230,MONDO:0007665
CHEBI:51230,MONDO:0008071
CHEBI:8228,MONDO:0007455
CHEBI:8228,MONDO:0007453
CHEBI:8228,MONDO:0010894
CHEBI:8228,MONDO:0007452
CHEBI:42355,MONDO:0011462
CHEBI:48273,MONDO:0008000
CHEBI:15756,MONDO:0010182
CHEBI:15756,MONDO:0007272
CHEBI:6384,MONDO:0011129
CHEBI:6384,MONDO:0007664
CHEBI:6384,MONDO:0007665
CHEBI:6384,MONDO:0008071
CHEBI:6838,MONDO:0007830
CHEBI:3387,MONDO:0007493
CHEBI:3387,MONDO:0008131
CHEBI:3387,MONDO:0007053
CHEBI:3387,MONDO:0008599
CHEBI:3387,MONDO:0005090
CHEBI:3387,MONDO:0007085
CHEBI:119915,MONDO:0007830
CHEBI:3766,MONDO:0005090
CHEBI:3720,MONDO:0010580
CHEBI:6942,OMIM:608622
CHEBI:6942,MONDO:0008071
CHEBI:6942,MONDO:0007085
CHEBI:9123,MONDO:0007542
CHEBI:9123,MONDO:0009648
CHEBI:9123,MONDO:0008114
CHEBI:9123,MONDO:0008187
CHEBI:27958,MONDO:0011961
CHEBI:27958,MONDO:0007830
CHEBI:8356,MONDO:0007433
CHEBI:8356,MONDO:0008199
CHEBI:8356,MONDO:0007053
CHEBI:8356,MONDO:0008193
CHEBI:7789,MONDO:0008000
CHEBI:7789,MONDO:0007830
CHEBI:7789,MONDO:0008696
CHEBI:7789,MONDO:0008054
CHEBI:5959,MONDO:0007455
CHEBI:5959,MONDO:0007797
CHEBI:5959,OMIM:608622
CHEBI:5959,MONDO:0007453
CHEBI:5959,MONDO:0010894
CHEBI:5959,MONDO:0007452
CHEBI:5959,MONDO:0008071
CHEBI:5523,MONDO:0011098
CHEBI:5523,MONDO:0007541
CHEBI:5523,MONDO:0023122
CHEBI:5523,MONDO:0016419
CHEBI:83804,MONDO:0005090
CHEBI:3380,MONDO:0008974
CHEBI:3380,MONDO:0011242
CHEBI:3380,MONDO:0007797
CHEBI:3380,MONDO:0010874
CHEBI:3380,MONDO:0008364
CHEBI:3380,OMIM:608622
CHEBI:3380,MONDO:0008071
CHEBI:3032,MONDO:0011961
CHEBI:3181,MONDO:0008193
CHEBI:7565,MONDO:0008364
CHEBI:7565,OMIM:608622
CHEBI:7565,MONDO:0008071
CHEBI:8869,MONDO:0007057
CHEBI:8869,MONDO:0005298
CHEBI:8869,MONDO:0011183
CHEBI:8869,MONDO:0008178
CHEBI:724125,MONDO:0007127
CHEBI:9598,MONDO:0011183
CHEBI:9598,MONDO:0008178
CHEBI:80630,MONDO:0010159
CHEBI:80630,MONDO:0009521
CHEBI:80630,MONDO:0009122
CHEBI:80630,MONDO:0005575
CHEBI:135876,MONDO:0001187
CHEBI:691037,MONDO:0009313
CHEBI:15765,MONDO:0007053
CHEBI:15765,MONDO:0008193
CHEBI:31355,MONDO:0010159
CHEBI:31355,MONDO:0007576
CHEBI:31355,MONDO:0002629
CHEBI:31355,MONDO:0001187
CHEBI:4710,MONDO:0011292
CHEBI:4710,MONDO:0007830
CHEBI:40303,MONDO:0007751
CHEBI:40303,MONDO:0012011
CHEBI:585948,MONDO:0008364
CHEBI:585948,OMIM:608622
CHEBI:585948,MONDO:0008071
CHEBI:18405,MONDO:0009399
CHEBI:18405,MONDO:0009013
CHEBI:133809,MONDO:0011857
CHEBI:6780,MONDO:0005090
CHEBI:3133,MONDO:0008834
CHEBI:3133,MONDO:0010940
CHEBI:64354,MONDO:0008974
CHEBI:64354,OMIM:608622
CHEBI:64354,MONDO:0008071
CHEBI:63632,MONDO:0010159
CHEBI:63632,MONDO:0008433
CHEBI:4995,MONDO:0007050
CHEBI:75273,MONDO:0008638
CHEBI:4784,MONDO:0007797
CHEBI:4784,OMIM:608622
CHEBI:4046,MONDO:0010732
CHEBI:4046,MONDO:0011707
CHEBI:4046,MONDO:0007234
CHEBI:4046,MONDO:0008000
CHEBI:4046,MONDO:0010253
CHEBI:4046,MONDO:0005090
CHEBI:4046,MONDO:0011728
CHEBI:4046,MONDO:0009030
CHEBI:4046,MONDO:0007831
CHEBI:4903,MONDO:0007057
CHEBI:4903,MONDO:0008980
CHEBI:4903,MONDO:0008487
CHEBI:4903,MONDO:0007541
CHEBI:4903,MONDO:0011462
CHEBI:4903,MONDO:0010706
CHEBI:4903,MONDO:0008635
CHEBI:6432,MONDO:0010159
CHEBI:28177,MONDO:0008859
CHEBI:28177,MONDO:0008834
CHEBI:28177,MONDO:0010940
CHEBI:77932,MONDO:0010853
CHEBI:77932,MONDO:0011462
CHEBI:77932,MONDO:0007655
CHEBI:6888,MONDO:0010159
CHEBI:6888,MONDO:0007816
CHEBI:6888,MONDO:0008834
CHEBI:6888,MONDO:0007704
CHEBI:6888,MONDO:0007179
CHEBI:6888,MONDO:0007831
DRUGBANK:DB00407,MONDO:0008559
CHEBI:68478,MONDO:0007763
CHEBI:68478,OMIM:605839
CHEBI:30769,MONDO:0011422
CHEBI:30769,MONDO:0008368
CHEBI:30769,MONDO:0010687
CHEBI:30769,MONDO:0008369
CHEBI:28787,MONDO:0008364
CHEBI:28787,MONDO:0008585
CHEBI:9334,MONDO:0007085
CHEBI:9334,MONDO:0009960
CHEBI:7443,MONDO:0007830
CHEBI:7443,MONDO:0007704
DRUGBANK:DB06285,MONDO:0007057
DRUGBANK:DB06285,MONDO:0005298
DRUGBANK:DB06285,MONDO:0011734
CHEBI:5555,OMIM:608622
CHEBI:5555,MONDO:0008071
CHEBI:135888,MONDO:0009313
CHEBI:135888,MONDO:0011292
CHEBI:6754,MONDO:0007830
CHEBI:7822,MONDO:0011835
CHEBI:7822,MONDO:0008827
CHEBI:7822,MONDO:0007704
CHEBI:7822,MONDO:0011923
CHEBI:7822,MONDO:0008143
CHEBI:75984,MONDO:0011857
CHEBI:52717,MONDO:0009693
CHEBI:46345,MONDO:0010159
CHEBI:46345,MONDO:0007127
CHEBI:46345,MONDO:0005575
CHEBI:46345,MONDO:0016419
CHEBI:46345,MONDO:0007648
CHEBI:5779,MONDO:0011961
CHEBI:5779,MONDO:0007830
CHEBI:45951,MONDO:0005090
CHEBI:3636,MONDO:0007830
CHEBI:15552,MONDO:0008558
CHEBI:15552,MONDO:0024533
CHEBI:15552,MONDO:0008071
CHEBI:4530,MONDO:0009912
CHEBI:4530,MONDO:0019182
CHEBI:8364,MONDO:0010811
CHEBI:8364,MONDO:0008007
CHEBI:8364,MONDO:0007830
CHEBI:8364,MONDO:0008364
CHEBI:8364,OMIM:608622
CHEBI:8364,MONDO:0008071
CHEBI:8364,MONDO:0008696
CHEBI:7454,MONDO:0007830
CHEBI:3655,MONDO:0007830
CHEBI:4591,MONDO:0007797
CHEBI:4591,MONDO:0009429
CHEBI:601027,MONDO:0007781
CHEBI:601027,OMIM:608622
CHEBI:601027,MONDO:0008071
CHEBI:4909,MONDO:0011835
CHEBI:4909,MONDO:0008827
CHEBI:4909,MONDO:0007830
CHEBI:4909,MONDO:0007704
CHEBI:4909,MONDO:0011923
CHEBI:4909,MONDO:0008143
CHEBI:63611,MONDO:0008834
CHEBI:17486,MONDO:0009842
CHEBI:17486,MONDO:0008591
CHEBI:17486,MONDO:0008696
CHEBI:17486,MONDO:0009172
CHEBI:17486,MONDO:0007754
CHEBI:6897,MONDO:0011129
CHEBI:6897,MONDO:0007664
CHEBI:6897,MONDO:0007665
CHEBI:8207,MONDO:0008071
CHEBI:247956,MONDO:0007830
CHEBI:16335,MONDO:0008685
CHEBI:9150,MONDO:0007751
CHEBI:3205,MONDO:0007782
CHEBI:51173,MONDO:0007830
CHEMBL.COMPOUND:CHEMBL1680,MONDO:0007454
CHEBI:2686,OMIM:212110
CHEBI:3647,MONDO:0007782
CHEBI:3647,MONDO:0005090
CHEBI:28940,MONDO:0007057
CHEBI:28940,MONDO:0005298
CHEBI:28940,MONDO:0009960
CHEBI:31174,MONDO:0011462
CHEBI:3348,OMIM:608622
CHEBI:3348,MONDO:0008071
CHEBI:37924,MONDO:0007179
CHEBI:15551,MONDO:0009273
CHEBI:48538,MONDO:0008199
CHEBI:48538,MONDO:0008193
CHEBI:15854,MONDO:0008696
CHEBI:8768,MONDO:0008591
CHEBI:8768,MONDO:0010853
CHEBI:8768,MONDO:0007186
CHEBI:3207,MONDO:0008859
CHEBI:3207,MONDO:0008834
CHEBI:3207,MONDO:0008617
CHEBI:3207,MONDO:0010940
CHEBI:3207,MONDO:0009960
CHEBI:50673,MONDO:0010138
CHEMBL.COMPOUND:CHEMBL4073796,MONDO:0007830
CHEBI:2618,MONDO:0008193
CHEBI:2618,MONDO:0021571
CHEBI:2618,MONDO:0007334
DRUGBANK:DB00611,MONDO:0007830
CHEBI:63791,MONDO:0009693
CHEBI:6005,MONDO:0008859
CHEBI:6005,MONDO:0008834
CHEBI:6005,MONDO:0010940
CHEBI:7856,MONDO:0007754
CHEBI:63622,MONDO:0011857
CHEBI:63622,MONDO:0012066
CHEBI:9288,MONDO:0009348
CHEBI:16027,MONDO:0008685
CHEBI:253342,MONDO:0009842
CHEBI:5537,MONDO:0007782
CHEBI:3286,MONDO:0010911
CHEBI:63616,MONDO:0010159
CHEBI:3219,MONDO:0009912
CHEBI:3219,MONDO:0008187
CHEBI:3219,MONDO:0007743
CHEBI:5557,OMIM:608622
CHEBI:5557,MONDO:0008071
CHEBI:94385,MONDO:0008559
CHEBI:18332,MONDO:0007681
CHEBI:18332,MONDO:0010138
CHEBI:18332,MONDO:0009718
CHEBI:18332,MONDO:0007699
CHEBI:8802,MONDO:0007830
CHEBI:41922,MONDO:0010159
CHEBI:6847,MONDO:0008974
CHEBI:8080,MONDO:0009912
CHEBI:8080,MONDO:0010558
CHEBI:8080,MONDO:0019182
CHEBI:76223,MONDO:0010624
CHEBI:76223,MONDO:0007830
CHEBI:3752,MONDO:0010052
CHEBI:3061,OMIM:608622
CHEBI:3061,MONDO:0008071
CHEBI:2401,MONDO:0005090
CHEBI:5296,MONDO:0009836
CHEBI:5296,MONDO:0007762
CHEBI:5296,MONDO:0007751
CHEBI:240107,MONDO:0008922
CHEBI:240107,MONDO:0007277
CHEBI:51041,MONDO:0007079
CHEBI:27690,MONDO:0008974
CHEBI:27690,MONDO:0009399
CHEBI:27690,MONDO:0010874
CHEBI:27690,MONDO:0007829
CHEBI:27690,MONDO:0009013
CHEBI:27690,MONDO:0009468
CHEBI:5123,MONDO:0005090
CHEBI:64064,MONDO:0008834
CHEBI:64064,MONDO:0010940
CHEBI:50838,MONDO:0008487
CHEBI:50838,MONDO:0011462
CHEBI:77431,MONDO:0007830
CHEBI:10119,MONDO:0007661
CHEBI:10119,MONDO:0005090
CHEBI:4470,MONDO:0007782
CHEBI:4470,MONDO:0011961
CHEBI:17823,MONDO:0007797
CHEBI:17823,MONDO:0010186
CHEBI:17823,MONDO:0010188
CHEBI:88206,OMIM:608622
CHEBI:88206,MONDO:0008071
CHEBI:51380,MONDO:0007782
CHEBI:51380,MONDO:0007831
CHEBI:6375,MONDO:0008591
CHEBI:6375,MONDO:0010853
CHEBI:6375,MONDO:0007186
CHEBI:102524,MONDO:0007782
CHEBI:102524,MONDO:0008000
CHEBI:134991,MONDO:0008000
CHEBI:5127,MONDO:0009313
CHEMBL.COMPOUND:CHEMBL1201360,MONDO:0009313
DRUGBANK:DB00290,MONDO:0007190
DRUGBANK:DB00290,MONDO:0009975
DRUGBANK:DB00290,MONDO:0010108
DRUGBANK:DB00290,MONDO:0009539
DRUGBANK:DB00290,MONDO:0009348
DRUGBANK:DB00290,MONDO:0007964
DRUGBANK:DB00290,MONDO:0007963
CHEBI:7465,MONDO:0007079
CHEBI:7596,OMIM:608622
CHEBI:7596,MONDO:0008071
CHEBI:63621,MONDO:0007179
CHEBI:10124,MONDO:0008000
CHEBI:4653,MONDO:0020671
CHEBI:5132,MONDO:0023122
CHEBI:204734,MONDO:0009313
CHEBI:3654,OMIM:608622
CHEBI:3654,MONDO:0008071
CHEBI:64356,MONDO:0008131
CHEBI:64356,MONDO:0007053
CHEBI:64356,MONDO:0007830
CHEBI:31625,MONDO:0010207
CHEBI:5856,MONDO:0011857
CHEBI:5856,MONDO:0012066
CHEBI:2666,MONDO:0009648
CHEBI:2666,MONDO:0007830
CHEBI:2666,MONDO:0007754
CHEBI:45863,MONDO:0007845
CHEBI:45863,MONDO:0016419
CHEBI:45863,MONDO:0008679
CHEBI:23359,MONDO:0009572
CHEBI:31638,MONDO:0016419
CHEBI:74947,MONDO:0009693
CHEBI:74947,MONDO:0009518
CHEBI:3044,MONDO:0009912
CHEBI:3044,MONDO:0010558
CHEBI:3044,MONDO:0019182
DRUGBANK:DB00010,MONDO:0011462
CHEBI:7550,OMIM:608622
CHEBI:7550,MONDO:0008071
CHEBI:8077,MONDO:0008233
CHEBI:18012,MONDO:0008788
CHEBI:9555,MONDO:0018874
CHEBI:31654,MONDO:0007455
CHEBI:6710,MONDO:0007830
CHEBI:91583,MONDO:0008412
CHEBI:73468,MONDO:0007127
CHEBI:135276,MONDO:0011961
CHEBI:2896,MONDO:0007831
CHEBI:2922,MONDO:0007603
CHEBI:9453,MONDO:0007831
CHEBI:75725,MONDO:0007053
CHEBI:75725,MONDO:0007830
CHEBI:66964,MONDO:0007179
CHEBI:9571,MONDO:0005090
CHEBI:6149,MONDO:0007830
CHEBI:3750,MONDO:0007762
CHEBI:7982,MONDO:0007830
DRUGBANK:DB00707,MONDO:0007576
CHEBI:3002,MONDO:0008834
CHEBI:3002,MONDO:0010940
CHEBI:8404,MONDO:0007830
